text,sentiment
حجمی ک امروز حورد 10 برابر حجم مبنا بود. حتما ک خبریه,positive
من امروزر 300 میلیون رو اضافه کردم,positive
حجمی که امروز خورد هشت برابر میانگین حجم ماهیانه است. اهل فن دانند و بس!,positive
پیج آرزوهها,negative
همین ها که در حال سم پاشی خودرو یا خساپا هستند الان رفتن تو سایت ایران خودرو واسه ثبت نام:),negative
جدا از بحث تخصصی و تکنیکال و فلان اینقدر سر تازه واردها قر نزنید تازه واردها فقط گاز میدن دنده دست اساتیده یه صف خرید راه بندازین ببینین تازه کارا چطور میریزن توش مشکلی نداره. ولی خدا وکیلی اونایی که 100 درصد رو دیدن چطور تونستن خودشونو راضی کنن تو 18 درصد بفروشند اصلا بعدش با خاک یکسان نمی شد ، چطور دلتون اومد,negative
دوستان عزیز کشور ما متاسفانه حال روز سختی داره فشار تحریم ها خیلی زیاده و روز به روز سخت تر میشه اوضاع بزرگ ترین و قدیمی ترین مارکت ایران ک بگین زیان ده هست وای به حال شرکت های کوچک ترش کنن لاقل ایران خودرو سایپا تحت حمایت دولت هستن اون غیر دولتیا چطور؟ واقعا فکر میکنین اگه بیاین اینجا و بگین ایران خودرو زیان ده هست همه ازش فرار میکنن و میان سمت سهم های شما؟ با سقوط این دو غول انحصاری خودرو سازی هیچ شرکت ریز و درشتی جان سالم بدر نمیبره جهت اطلاع عموم تو تویت گذاشتن هام از چند نفر ک الکی پیجشون بالا امده گله نکنین سقوط ایران خودرو مساوی سقوط کل صنایع ایران,negative
شنبه هم خودرومنفی مطمعن باشید,negative
دوستان تازه وارد مراقب باشید اینهایی که میگن شنبه مثبت و با خبر های پیشخور شده افزایش قیمت خودرو دارا دوم این چیزا فقط میخوان شما رو فریب بدن تا شنبه سهمی که 1000 درصد رشد کرده و به سود رسیدن بندازن بهتون صف میلیاردی فروش حالا حالا ها جمع نمیشه و دچار ریزش شده پس با خرید اشتباه رو نوک قله فقط باعث رهایی این ادمها از صف فروش میلیاردی با سود 1000 درصد و گرفتار شدن خودتون میشید مراقب باشید حباب سهم های دولتی شروع به تخلیه کرده و بازار یواش یواش داره میره سمت سهم های بنیادی و کوچک دیگه موفق باشید مراقب,negative
وقتی بازار شنبه منفی هستش همه سهم ها منفی میشه,negative
بابا وقتی میرین تو صف فروش خوب معلومه ما رو هم بدبخت می کنید ... ای کاش نتیجه کار فقط به خودتون بر میدگشت. .افسوس که عواقبش برای همه هست,negative
به نظرم اگر دوباره ملت جوگیر نشن و تو صف فروش نرن خود حقوقی خودرو شنبه مثبتش می کنه..فقط به شرطی که فروشندگان محترم بگذارن ... .,negative
من حدود 8000 سهم گرفتم اما متاسفانه الان حدود 7 درصد تو ضررم,negative
واقعا بعضی ها قیمت مقایسه میکنن میگن سهم قیمتش 900 تومان خیلی مفته :) خدایی دو خط بخونین میفهمین قیمت سهم اهمیت نداره ، موضوع تعداد سهم هست که واسه ایرانخودرو اگه اشتباه نکنم 300 یا 400 میلیارد سهم داره ، هرچه تعداد سهم بیشتر باشه قیمت سهم پایین تر میاد ، مثلا وملی کلا 296 میلیون سهم داره قیمت هر سهمش 80 هزار تومان هست. لطفا این موصوع قیمت سهم جایی نگین که کلا بورس می برید زیر سوال,negative
من بازم متعقدم از ماست که بر ماست. ..یک کمی از بچه های خساپا یاد بگیرین ... .ولله اونجا هم سم پاس زیاده,negative
من در جریان منفی شدن سهم تا حدود زیادی خودمون رو مقصر می دونم. شما دیدین چهارشنبه حقوقی فروش نزد و تنها جو گیران تازه وارد فروش زدن ... .اقا اصلا یه خواهشی دوستان جدید اصلا شنبه بورس رو بی خیال شن ... ,negative
خودرو خساپا اصلاح داره..,negative
مقایسه های قیمتیتون خیلی خنده داره. عیب نداره ازتون بیشتر از این انتظار نمیشه داشت وقتی سواد این شغل رو ندارید معلومه بازار بورس رو مثل بازار تره بار و بقالی میبینید.,negative
روی 640 برمیگرده احتمال خیلی زیاد شنبه انتهای معامله تقاضا زیاد میشه و یکشنبه صفه. این نظر بنده هست,negative
این لگن هم رفت بجمع بصادر و. وتجارت پیوست.,negative
دوست من صف فروش چه 100 ملیون باشه چه 10 ملیون چه فرقی میکنه وقتی خریدار نباشه😂,negative
من فقط موندم چرا بعضی از جو زدگان وقتی می بینند صف فروش شده و خریدار هم نیست تصمیم به فروش میگیرن و صف و سنگین میکنن. آخه لامذهب تو که میدونی امکان نداره بفروشی حداقل صف و سنگین نکن. میخواهی بفروشی تو مثبت بفروش. وای خدا,negative
فقط تعصب به سهم توی پرتفو ؛ توی بازار ندیده بودیم که به لطف بعضی از دوستان اینم شاهدش هستیم. جل الخالق ... همین مونده سر سهام یه شرکت دعوا راه بیوفته. خدا وکیلی فاز بعضی از دوستان چیه که تعصب به سهم دارن ... ... رفیق من ... دوست من ... یکم منطقی باش ... چهار روز دیگه اگه سهم منفی بخوره لابد میخای بری شیشه های سازمان بورس و شرکت بیاری پایین ... .اگه هم مثبت خورد (که ایشالا بخوره) حتما میخای ک ... ..,negative
الفاتحه. دلتون رو خالی کنم؟ دل خودم که خالی شده. پول هوشمند از خگستر و خودرو خروج کرد ... ... ... ... .و این یعنی فاجعه,negative
سلام. بنده به شخصه اعتقادی به اصلاح و ... ندارم. متاسفانه بورس کشور رو تعدادی آدم بی وجدان و ... اداره میکنن. چرا وقتی سهم یک هفته رشد داره کسی دم از اصلاح نمیزنه.فقط و فقط همون آقایون به خاطر سود زنجیره ای که نصیبشون میشه قبل از بازگشایی و بنا به مصلحت خودشون تصمیم به اصلاح میگیرن و نتیجش اینه که ملت متضرر میشن.دوستان اگه نیاز به پول ندارین بزارین بمونه.اینجور سهم بجز رشد راهی نداره و آقایان بی وجدان و ... کاری ازشون بر نمیاد.,negative
1159 درصد برای سهام اران خودرو زیاده برای سهمی که قیمتش یک سنت بوده زیاده الان پس چرا اینقدر طالب داره پول تو حسابتون باد کرده ملت را گول میزنین نوسان بگیرین 😂,negative
طرف میگه سهم 700 تومانی مگه اصلاح داره خخخ. سهم سه ماهه 1157 درصد رشد داشته !. حواستون باشه حرفای قشنگ یه عده خامتون نکنه!. اونی که میگه خونتو بفروش وام بگیر بفکر سود شما نیست!,negative
آدم کامنتای اینجارو میخونه خندش میگیره. !. توهم تحلیلگری!,negative
جناب علی خسروی. راهنمایی اشتباه نکنید. خودرو اشباع از خرید شده. یکم تکنیکال بررسی کنید. خیلیها بیش از 600‎٪ تو سود هستند و مایل به فروش. خودرو بالای 550 تومان برای خرید اصلا جذاب نیست. حمایت اول 590 تومان. بنظر هفته آینده صف فروش بشه تا حجم بخوره و سهامدارای جدید وارد بشند,negative
فقط میتونم بگم اصلاح لازمه سهم هست ولی از خساپا یاد بگیرید تو مثبت بفروشید صف فروش فروختن یعنی هیجان,negative
چون خودرو اصلاح لازم بود عمدی سهام دولتو منفی کردن که تو منفی نتونی بقیه سهاماتوبفروشی خودرو خساپا بخری,negative
کاملا دستوری قصد پایین آوردن سهام های شاخص ساز را دارند,negative
متاسفانه بازار دستوریه. ملت زورشون میاد یه سهمی پس از مجمع 18 درصد سود بده. دولت هم باید ملتو راضی نگهداره. بزارین عرضه و تقاضا واقعی باشه. مگه خودروسازها همیشه اشکشون از کمبود نقدینگی در نیومده. مگه به قول خودشون بدهکار عالم و ادم نبودن. چرا وقتی ملت اینقدر استقبال میکنن از این صنعت که رشد کنه دولت نمیزاره. 650 نفر تو صف فروش حجم 400 میلیون. این یعنی حقوقی میگه ببخشید دستور از وزارته که چند روز منفی کنیم.,negative
سلام خودرو به کف فی بو ناچی خودش رسیده پلبک زده میخواد بره بالا همین بالاهم سر خساپا اومده امروز که پلبکش زده رفته بالا شنبه هم خودرو پولبک میزنه,negative
سلام. دوستان بعد از 10 روز منفی جنبش سهم وپست شروع شد. دیدنش خالی از لطف نیست. صرفاً جهت اطلاع,negative
شما رو بخدا زودتر این بورس رو جمع کنید ببسنیم چه بالایی داره سرمون میاد دو قرون تو بورس داریم خدا تومان وسایل گرون شده صبح تا شب بورس و بورس ول کنید,negative
آقا من نمیدونم چرا همه میگن نفروشید. بابا جان وقتی میبینی 10 نفر میان چند میلیون سهم میزان واسه فروش ، کاملا مشخصه که حقوقی داره میفروشه. حقیقی های فروشنده هم حقوقی هستن. فقط پالانشونو عوض کردن. خلاصه اینکه این منفی شدنا دستوریه. انقد بهم توهین نکنین. فعلا جز صبر از من و شمای واقعا حقیقی کاری برنمیاد. ضمنا رشد تماما شارپی خیلی هم خوب نیست چون موقع اصلاح بدجور میریزه. لازم بود یه استراحت کوچیک بدن که نقاط حمایت بالاتری برای سهم ایجاد بشه,negative
فکر کنم شدیم. بدبخت,negative
رفت تواصلاح بدبخت شدیم,negative
دوستان تازه واردگلمون یه محبتی درحق خودتون و دیگردوستانمون بکنیدویکشنبه هیجانی عمل نکنیدونرین توصف فروش به خداماهاباهم باشیم میتونیم سودکنیم.صبرکردن بزرگترین رازموفقیت دربورس هستشانشاالله همگی پرسودباشین,negative
حقوق چرا حمایت نکرد امروز ؟. یه کوچولو حمایت میکرد همون ده دقیقه اول صف فروش جمع میشد.,negative
حالا تکلیف چیه اگه پول لازم باشیم؟ کاری کردن کسی نخره ... ... .خیلی بازیچه شون شدیم,negative
توی کمتر از یکسال قیمتش 23 برابر شده. حالا شما بدو بدو برو بذار صف فروش. قبلا گفتم الانم میگم کسی که این سهم هارو میفروشه دو حالت داره. یا شدیدا پول لازمه. یا مخ اش ایراد داره. تا 1400 با این نمادها میمونیم. شستا. خودرو. شپنا. فملی. دی. وتجارت,negative
برید این شستارو هم منفی کنید خاطرمون جمع بشه,negative
سهم برکت چند ماهه هر روز مثبت 5 پر کرده به مرز 5000 تومان رد میکته همینحور. اونوقت خودرو میترسه 900 تومان رد کنه,negative
گول حرف اونایی که میگن اصلاح تا 550 رو نخورید بیچاره ها نتونستن بخرن الان کمین کردن,negative
اصلاح تا 550,negative
ازاین سهام حتما داشته باشید خودرو و خساپا و وبصادر و تجارت و شپنا و شتران و شبندر و شبریز و فولاد و فملی و شستا و فارس اینها هستند شاخص رو میترکونن و میکشن بالا الان همه این سهام وارد موج چهار شدن بعضی تازه شروع کردن بعضی به پایان موج چهار رسیدن و موج پنج رو دارن شروع میکنن ، شاخص با اینها زنده است ، بدون اینها ته نمودار هم نمیشه جمعش کرد ، به احتمال زیاد موج 5 بلندی خواهیم داشت ، زمانی که موج پنج این سهام تمام بشه وارد فاز اصلاح کلی شاخص میشیم,positive
در مورد سهمی که افزایش سرمایه داده برید بخونید این سهام گپ یا همون فاصله قیمت قدیم و جدید رو پر میکنن ، و هدفشون میشه همون قیمت سابق ، چه 50 درصد افزایش سرمایه داده باشند چه 5000 درصد ، لطفا اگر هم تبلیغ سهامتون رو اینجا میکنید ، اطلاعات درست به مردم بدید نه برای صف خرید کردن سهمتون اینجا کامنت بزارید ،,positive
شنبه خریداتون رو بزنید باز نذارید صف خرید بشه ارزش قائل بشید برای وقت خودتون من خودرو خساپا خصدرا صادرات تجارت رو گرفتم پالایش و فلزی هم اضافه میکنم یهو میشه صف خرید دیدین دیگه,positive
نگران نباشید شنبه صف جمع میشه البته اگر خگستر شنبه مثبت بشه خودرو صف ملیاردی میشه ولی تا ده روز این وضعیت خواهد بود تا پالایشی ها رو ببرن بالا و بع د از پالایشی ها مجدد رشد شارپی سنگین چون نوبت etf خودرویی ها هستش,positive
هر سه ماه یک بار افشا الف داریم 20 تا 30 درصد افزایش نرخ کارخانه. از لحاظ فروش محصولات تا 3 سال اینده فروخته شده با سودهای مشارکت 10 تا 15 درصد. یه افشا داریم فروش بانک پارسیان. جزو سهمهای ای تی اف سوم که دولت قصد واگذاری داره البته مسلما به این قیمتها نمیفروشه حداقل 100 تا 200 درصد بالاتر از قیمت فعلی واگذار خواهد شد. نمونش شپنا که در ای تی اف دولته نزدیک 4500 تومانه بدیهیه که خودرو با قیمت 900 واگذار نمیشه و هنوز خیلی باید رشد کنه. خلاصه که خودرو بخرید برای حداقل 1 تا 2 سال نگه داری و سود هزاران درصدی,positive
خوردو شنبه اصلاحه اخرشه,positive
سلام. دوستانی که مدام میگن خودرو ریزش داره و فلان ... برن یه نگاهی به خگستر بندازن.از زیر مجموعه های ایران خودرو هست. الان 1200 تومان هست. سود زیادی هیچکس رو خفه نکرده و میتونین بیشتر از اینا سود کنین.پس نفروشیم. شاد باشین,positive
سلام به تمامی دوستان همه میدونید که گروه خودرویی ها در حال حاضر وارد فاز اصلاح شده و این اصلاح همسان با اصلاح شاخص شده که همه عزیزان میتونن در این موقعیت سیو سود کنن و با توجه به نمودار فیبوناچی اصلاح تا حدود حمایت 0.38 % ادامه دارد. که در حال حاضر بهترین کار سیو سود و سرمایه گذاری در گروههای دیگر ، که بهترین ان پالایشی ها اول به دلیل سبد دارا دوم که توسط دولت تعیین گردید و بهترین در این گروه شاوان و شرانل هست که در حال حاظر فاز اصلاح را ان هم در فاز 0.68%که بهترین ومهمترین حمایت است راتکمیل واز شنبه شروع بع رشد شارپی میکند و هم چنین شاوان در پند گروه VIP سیگنال شده و نیز در سبد شرکت سبد گردان اقتصاد بیدار که یکی از بهترین سبدگردانان کشور با تجربه دو دهه در بورس میباشد سیگنال گردیده و با 140% بازدهی قرار گردیده همچنین از افزایش سرمایه از تجدید ارزیابی دارایی های ارایه شده شرکت نفت لاوان به سهامدار عمده ( تامین اجتماعی ) و نیز مورد تایید قرار گرفتن و مراحل پایانی. اینها همه تاکید بر مناسب بودن سهام شاوان میباشد. من خودم سهامدار گروه خودرو بوده ونزدیک 45% از سرمایه سبرم را به خودرو و خساپا اختصاص داده بودم و از اول سال حدود 195% سود کردم که پس از بررسی های لازم و کسب اطلاعات مناسب حدود 35%را از این گروه کم کرده و در روز چهارشنبه شاوان و شرانول خرید کردم و لازم دونستم به تمام دوستان وهمگروهی ها اطلاعات لازم رو بدم ، چون خودم رو در این گروه و سود به دست اورده ام را مدیون راهنمایی بعضی از دوستات و عزیزان بودم. به امید موفقست همیشه سبز باشید,positive
شنبه مطمئن باشید پایانی بالاتر از دیروز خواهدبود,positive
به قول دوستان. بماند به یادگار,positive
شنبه خودرو مثبت مثبت.دو روز منفی دیگه تمام شد و فرصت خرید به راحتی از دست رفت,positive
برگرفته منبع موثق ، خودرو از اول بازار یا میانه بازار روز شنبه کلا صف خریده. هر کس می خواد اضاف کنه فقط اول وقت رو فرصت داره. سالم و پر سود باشید.درود بر خودرو سلطان بی مانند بورس😊💪,positive
یه سهمی مثل غنوش تو سال گذشته 200 برابر شده بعد یه سریا میان میگن خودرو چون بعد از 5 سال 1000 درصد رشد کرده باید یه ریزش اساسی بکنه,positive
این سهم با 650 رفت مجمع. اگر از آن پایینتر بیاید گزارشهای آن زیر سوال میرود. اصلاح در شاخص سازها تا اواسط هفته آینده احتمالا باشد. خساپا آماده رفتن به مجمع هست و اینجا خودرو یکه تاز است و رشدش شروع میشه. بهترین فرصت خرید اینجاست,positive
سلام دوستان با توجه به اینکه حقوقی حتی نیم درصد هم فروش نداشته از نظر بنده شنبه انشالا صف خرید هستش انشالا,positive
حمایت قوی 640 ... ..ولی احتمالا ازیکشنبه صف خرید میشه. شنبه اخرین روز منفی,positive
توجه. توجه. یک خبر خوب و خوش. خودرو و خساپا زیان ده هستند و مشمول ماده 141 و اگر تا آخر شهریور زیانشون صفر نشه تعلیق میشن. قسمت خوبش چیه اگر مبلغ هر سهم به 1000 تومان برسه دیگه حله. لذا مطمئنا باید تا آخر شهریور 1000 رو تاچ کنند,positive
واقعا من تعجب میکنم از بعضیا منفی شدن سهم یعنی اصلاح اصلاح یعنی انرژی گرفتن برای یک رشد جدید,positive
برا دارا سوم دولت باید این سهمو به دو هزار تومان برسونه,positive
من میگم بریم کریس رونالدو و مسی رو بیاریم به این جماعت بگن اقا سهم خودرو رو نفروش..شاید موثر واقع شه,positive
هزارتا خبر خوب هم که بیاد با این هم قطاری هایی که ما داریم 3 رو نگفتن تو صف فروشن ... ,positive
خودرو دوباره گران شد. ایرانخودرو عرضه خودرو را شروع کرد. اینا خبرای امروز روزنامه ها و شبکه های اجتماعی. یعنی صف چند میلیاردی خرید,positive
یک لیدر خوشقلب پیدا بشه اگه بگه مردم نفروشید کسی نفروشه عالیه,positive
سلام و عرض ادب خدمت دوستان و سهامداران گرامی خودرو. خودرو سهم با ارزشیه مفت از دستش ندین. این خود مائیم که صف فروش و خرید رو تعیین میکنیم. مواظب باشید بازیتون ندهند. تا 10000 با خودرو هستیم. شنبه آخرین فرصت ورود. موفق باشید,positive
به گدا هزار تومانی بدهیم قبول نمیکنه ؛. سهم زیر هزار تومان معنی نداره,positive
شاه خودروی ایران. ایران خودرو. فروشنده های دیروز تو صف خرید میلیاردی شنبه.,positive
دوستانی که آتیش می زنید به سهام خودروتون به این نکته توجه کنید که حقوقی خیلی زرنگِ مفت سهام تون رو ندید بره.روزی که بدون نوسان باز شد تو ثانیه های اول 150 میلیون حجم خرید در 1266 تومان داشت پس این هدف رو بزودی رد میکنه.به نظرم نیمه ی دوم سال واسه خودرو جذاب تر میشه,positive
با توجه به تورم ونوسان نرخ ارز وبروزرسانی قیمت قطعات خودرو وافزایش قیمت نرخ محصولات خودرو وخساپانسبت به نرخ ارز وتورم هرسه ماه یک بار افشای اطلاعات بااهمیت الف راه خواهند داشته افشای اطلاعات بااهمیت الف سهم بدون محدویت نوسان بازگشایی خواهد شد وعرضه وتقاضا قیمت رامشخص خواهد کرد,positive
با توجه به تحلیل های بنیادی و تکنیکال در چند روز اینده خودرو روند صعودیشو شروع میکنه.هرکس بفروشه باید توی صف خرید چند میلیاردی بعدا واردش بشه. بازیگر ها میخوان ارزون از چنگتون در بیارن و گرون بهتون بفروشن.میان مدتی تا 2000 رشد داره. سودتون رو بخاطر دو سه روز منفی خراب نکنید. یاحق,positive
دوستان با اجازتون قبل عید پول پراید صبا 81 گذاشتم داخلش الان کردتش 206 تیپ 5 صفر به نظرتون حقمون نیست صبر بدیم مازراتی بکنه زیر پامون؟,positive
شنبه صبح هرکی خرید سود کرد و گرنه ساعت 11 به بعد ص فروش میریزه یک شنبه صبح صف خرید میلیاردی,positive
تو 1200 من اوردر فروش دلم نمیود بزار حالا رو 900 میخواین بفروشین؟ اصلا خودرو تو پرتفو نباشه دل آدم میگیره از 140 تومان دارمش,positive
خودرو از شنبه روند صعودی خودشو شروع میکنه,positive
هیچی مثبت 5 خودرو نمیشه ،,positive
خودرو شنبه صعودیع,positive
طبق اصلاح قبلی حداقل 30 درصد منفی باید بشه. پس 20 درصد منفی دیگه میخواد احتمالا با پالایشی ها سه شنبه استارت بزنه,positive
دنا. 235 میلیون,positive
سلام دوستان با افزایش روز افزون خودرو در ایران ارزش سهام خودرو تا 2500 تومان قابل پیش بینی هست بنا بر این لا تعجیل,positive
احتمالا مانند دو دوره قبل بیش از این اصلاح نمی کنه و با صعود فلزات اساسی که اصلاحشون تموم شده به روند خودش ادامه میده.,positive
طرح فروش فوق العاده ایران خودرو. 5 محصول پرتقاضا. امروز انجام میشود,positive
از دوشنبه نیمه دوم بازار صعودی با رشد شاخص ساز ها,positive
سلام همراهان گرامی!. من تحلیل ها و پیش بینی هام همگی درست و دقیق بود ، میتونید برید بخونید. برای شنبه دو سناریو بیشتر نمی تونیم متصور باشیم ، یا مثبته و یا منفی. پرسود باشید.,positive
این همه سود داده امسال طاقت 3 4 تا منفی رو ندارین اسمتونم میذارین سهام دار و معامله گر بورس.داداش سهام اصلاح میخواد برای کف سازی ، استراحت میخواد برای صعود ، اون بانکه ک هر روز ثابت میره رو داراییت. احتمالا 2 3 تا منفی دیگه میخوره و بر میگرده به روندش. دولت به این اسونی نمیخواد شاخص عدد 2 میلیون رو رد کنه. اینقدر عجول و دهن بین نباشین هرجا صف خرید اونجایین هرجا صف فروش سریع میخواین بفروشین فرار کنین.,positive
میره که مقومت8000 پیش رو پودر کنه,positive
اقا چرا الکی جو میدین شنبه صعود میکنه نه اصلا صعودی در کار نیس از شنبه نزولیه تا یه هفته حالا ببینید این حرفو کی گفتم میخوای باور کن نمیکنیم نکن ضرر کن,positive
باورم نمیشد تا خبرو خوندم ولی خب اصلاح ک تضمین سوده خودرو تا etf3 حالا حالا رشدشو داره بی شک,positive
ایرانخودرو اصلاح کرد. شنبه با این خبر پیش فروش احتمالاصف فروشش کمه و برعکس مثبت و صف خرید زیاد,positive
احتمالا مجموعا بیست درصد اصلاح کنه ، ولی وقتی شاخص اوج بگیره ، با یه افشای الف ، این بیست درصد جبران میشه,positive
خودرو دوباره گران شد. ایرانخودرو عرضه خوردو راشروع کرد. اینا خبرای امروز روزنامه ها و شبکه های اجتماعی یعنی حمله مجدد به ایران خودرو و صف چند میلیلردی خرید,positive
اقا خودرو کلی ماشین پیش فروش کرد اونایی که صبوری کردن نوش جونتون,positive
خودرو. اینم خبر فوری و مهم فروش فوق العاده ایران خودرو. خوش به حال اونایی که کمی صبوری کردن و خوش به حال اونایی که حسابی خریدن. شنبه صف سنگین خرید .😄,positive
فایده این خرید دو طرفه هست اول برای خودم و دوم برای هم قطاری هام که نذارم سهمشون منفی شه,positive
فروش فوق العاده محصولات ایران خودرو از امروز آغاز شد.,positive
خودرو شنبه بخرید یکشنبه صف خودرو میلیاردیه و گیرتون نمیاد,positive
خودرو شنبه اصلاحش تموم و یکشنبه دست نیافتنی میشه,positive
700 تومان برای یک سهم عدد خیلی کمی هست ، قابل توجه دوستانی که میگن اصلاح میکنه!. NAV روی 2000 هست پس الکی نظریه ندین لطفا. چند روزی بخاطر جو روانی صف فروش شد اما خوشا بحال اونایی که خرید زدند,positive
از شنبه صف خرید پراید شد 91 میلیون ناقابل,positive
خبر مهم خبر مهم فروش فوق العاده ایرانخودرو با عرضه 5 محصول پر متقاضی از فردا پنجشنبه 9 مرداد کلید میخورد,positive
امروز خساپا بعنوان یک رقیب آبروی همه خودرو ساز ها را حفظ کرد ... .,positive
شنبه تمام سهام هامو میفروشم خودرو بخرم خداکنه بتونم اضافه کنم,positive
اصلاح خودرو کاملا تکنیکال هست. نه دستوری نه. 20‎٪ دیگه منفی بعد انشاللاه ادامه صعود تا 990 تومان,positive
آقایون و خانمو های سهام دار. شنبه روز خریده تا میتونید پول جنع کتید ، قرض کنید ، خونه بفروشید ، وام بگیرید ، هر جی. شنبه سهم خودرو بخرید که دیگه گیر نمیاد. پرر سود باشید,positive
اخه سهم هفصد تومان اصلاحش کجا بود تمام شد رفت دیگه نمیشه خرید با این قیمتا,positive
همه سهم های قوی منفی بودن پترو شیمی ها بانکی ها فولاد فملی خودرویی اصلا نگران نباشید با خودرو پرواز میکنید تا آخر این ماه قطعا 1000 رو رد میکنه 🌹همین که میان هی کامنت منفی میزارن بدونید ارزشمنده وگرنه هیچوقت یه سهم پایین رو نمیکوبند.ما سهامدارای خودرو دلمون بزرگه انشالله همه پرسود باشند,positive
یک ماهه باهاشم ، امروزم 100 میل دیگه اضاف کردم. شنبه حمایت کامل کنید دوستان. از خساپا که کمتر نیس. قرار گرفتن در صف فروش ممنوع,positive
آغاز مرحله دوم طرح فروش فوق العاده 5 محصول پرتقاضا ایران خودرو از فردا. ایکوپرس,positive
واسه 2 تا 3 روز منفی نترسید قطعا از یکشنبه صف خرید خواهد شد چون حمایت روی 619 دارد,positive
دو نقطه حمایتی داره 699 تومان و 619 تومان که از 619 پایین تر نمیاد و جالب اینجاست که هدف اصلی این سهم قیمت بالای 1000 تومانه ، برای کی سهم مثبت قطعیه چون حجم معاملاتش بالاست و همیشه خواهان داره به احتمال 90 درصد روز یکشنبه شروع هدفش به سمت 1000 منه,positive
شنبه مثبته برید روند معاملاتی چک کنید بعد هر 100 درصد 2 الی 3 تا منفی خورده اصلا نترسید نهایتا یکشنبه اماده پرواز باشید,positive
خودرو محکوم به صعوده خودرو شپنای فروردین شده. نمیگم 10 برابر میشه در عرض 4 ماه ولی تا اخر شهریور 1700 تا 2000 تومانه. تاریخ تکرار میشه همیشه. شپنا انگار کرونا داشت کسی طرفش نمیرفت. گول نخورین. برای خودرو در ماه شاید دو سه بار فرصت ورود پیش بیاد. شرکت 33 درصد تولید سالانش بیشتر کرده. افزایش قیمت محصولاتش ببینید. دلار هم که همتون میدونید. باشد که ایمان بیاورید,positive
خودرو. طبق بررسی های تکنیکالی که داشتم فهمیدم که بعد از یه صعود طولانی ، دو تا کندل Bearish داریم. این سهم یا +5 هست یا _5. شنبه تا میتونید اضافه کنید.40 درصد پورتفوی من از همین طلای نابه. میتونید از روند تبعیت نکنی ولی نمیتونی مخالف روند پیش بری.جز این میرسی به یه بن بست که که نه راه پس داری نه راه پیش,positive
سلام بر سهامداران ، بنظر من کمی اصلاح موجب میشه بهتر بالا بره ، عزم حاکمیت ، صندوق etf و افزایش قیمت ارز و طلا همه حکایت از رشد سهام خودرو داره.,positive
من یه نکته ایی رو اینجا بگم حالا 300 درصد سودبوده. 100 درصدم مثلا منفی بشه. ینی دیگه مثبت نداریم مگه میشه مگه داریم بعد 100 تا رو هم جبران میکنیم میشه 300 تا دیگه سود انقدر,positive
اگر سهم میفروشید لطفا شرافتمندانه بفروشید بالا بفروشید. سهامدارهای خساپا رو ببینید همین امروز زیر فروشی نکردن همه بالا فروختن,positive
متأسفانه ما اگه یکی برخلافمون حرفی بزنه خیلی راحت با بی فرهنگی دهنمونو باز میکنیم. ولی من چند روز قبل هم گفتم بازم میگم سهام خودرو جزو صندوق دارا سومه ، این سهام تا قبل صندوق دارا دوم شارپ کشید بالا زمان دارا سومم با حمایت دولت شارپ میکشه بالا ولی این وسط در دوره عرضه دارادوم دولت واسه میانگین کم کردن خریدش باهاش دستوری کار میکنه و مجبوره یکم اصلاح کنه. به نظر من اگه قصدتون خرید سهام خودرویی هست خگستر فعلا از همشون بهتره. بازم یه سری دوستان نیاند بی فرهنگی دربیارند زیر پستم ، نه اگه ضرر کنید ضررش به من میرسه نه اگه سود کنید چیزیش تو جیب من میره ولی سعی کنید یکم توی خرید این سهام با خودتون قبلش دودوتا چهارتا کنید,positive
بابا من رو قیمت750سنگین خریدم سه تا صدهزارتا ، نفروشید ، بزارید 1500 میشه ، ازسهامداران خساپا یادبگیرند,positive
ارزش ایرانخودرو تو ویکی پدیا زده 32 میلیارد دلار اونم 2011 حالا برید بفروشید حداقل ایرانخودرو تا اخر سال 3000 تومان,positive
حمایت در محدوده 650 تومان در صورت از دست دادن ، حمایت بسیار خوب در محدوده 600 تومان داره.,positive
احساسم اینه آخرین فرصت برای ورود بود و از شنبه قفل در صف خرید خواهد بود !,positive
متاسفانه عده ای دنا پلاس زیر قیمت فروختند که ساینا بخرن التماس عقل😐,positive
از شنبه خودرو صف خرید.,positive
خودرو. شبندر. دی. خگستر. درو کنید تا میتونید این 4 تا سهم رو. امروز 4 شنبه 8 مرداد بماند یادگاری,positive
اندیکاتورهای اصلی میگن بهترین فرصت خریده. اینکه اینطوری فروش میره یعنی یه دستی پشت کاره که سهام رو ارزون بخرن,positive
من به شخصه از قبل مجمع ورود کردم و الان سرمایم 10 برابر شده(با احتساب سود ترکیبی) و تا اهداف بالا فروشنده نیستم ، خیلیا مثل من ولی خیلی هام هستن بخوان سیو سود کنن یا مشکل مالی براشون پیش اومده ، مخاطبم اون دوستایی هستن که می‌خوان بفروشن ، وقتی می بینی سهم با 100٪ باز میشه و خریدار داره ینی همین امروز قیمتش 1200 به بالاس ، دوست من وقتی با قیمت کف میری تو صف فروش داری سودتو دور میریزی ، خساپا رو ببینید و درس بگیرید که مالتونو مفت نفروشید قیمت بالا اردر بزار و نترس چون خریدار داره ، امروز حجمی که خورد رو ببینید با وجودی که نصف صف فیک بود و خیلی هام بخاطر ترس اردر فروش گذاشتن,positive
ولی خودرو پریودیش کوتاهه,positive
